file_name,address,name,label,probable_expanded_name,reference_count,system_area,description
Bank00.asm,,LB4E6,LB4E6,LB4E6,0,PPU,Remove no tiles from the current block. | PPU column write. | ($AD66)Change block on map.
Bank00.asm,,LB4E8,LB4E8,LB4E8,0,PPU,PPU column write. | ($AD66)Change block on map. | Move to next block in column. Block is 2 tiles wide.
Bank00.asm,,LB4EA,LB4EA,LB4EA,0,Graphics,($AD66)Change block on map. | Move to next block in column. Block is 2 tiles wide. | Have all the rows been changed?
Bank00.asm,,LB4EC,LB4EC,LB4EC,1,Graphics,"Move to next block in column. Block is 2 tiles wide. | Have all the rows been changed? | If not, branch to do another row."
Bank00.asm,,LB4EE,LB4EE,LB4EE,0,Graphics,"Move to next block in column. Block is 2 tiles wide. | Have all the rows been changed? | If not, branch to do another row."
Bank00.asm,,LB4F0,LB4F0,LB4F0,0,Graphics,"Have all the rows been changed? | If not, branch to do another row. | Move to next block in row. Block is 2 tiles wide."
Bank00.asm,,LB4F2,LB4F2,LB4F2,0,Graphics,"Have all the rows been changed? | If not, branch to do another row. | Move to next block in row. Block is 2 tiles wide."
Bank00.asm,,LB4F4,LB4F4,LB4F4,1,Graphics,"If not, branch to do another row. | Move to next block in row. Block is 2 tiles wide. | Have all the columns been changed?"
Bank00.asm,,LB4F6,LB4F6,LB4F6,0,Graphics,"Move to next block in row. Block is 2 tiles wide. | Have all the columns been changed? | If not, branch to do another column."
Bank00.asm,,LB4F8,LB4F8,LB4F8,0,Graphics,"Move to next block in row. Block is 2 tiles wide. | Have all the columns been changed? | If not, branch to do another column."
Bank00.asm,,LB4FA,LB4FA,LB4FA,0,General,"Have all the columns been changed? | If not, branch to do another column. | ($FF74)Wait for VBlank interrupt."
Bank00.asm,,LB4FD,LB4FD,LB4FD,0,PPU,"If not, branch to do another column. | ($FF74)Wait for VBlank interrupt. | Swap nametables."
Bank00.asm,,LB4FF,LB4FF,LB4FF,0,PPU,"If not, branch to do another column. | ($FF74)Wait for VBlank interrupt. | Swap nametables."
Bank00.asm,,LB501,LB501,LB501,1,PPU,($FF74)Wait for VBlank interrupt. | Swap nametables.
Bank00.asm,,LB503,LB503,LB503,0,PPU,($FF74)Wait for VBlank interrupt. | Swap nametables.
Bank00.asm,,LB504,LB504,LB504,0,Dialog,($B23E)Check if pop-up window needs to be removed.
Bank00.asm,,LB507,LB507,LB507,0,Dialog,($B23E)Check if pop-up window needs to be removed. | Only move if on the first frame of the frame counter.
Bank00.asm,,LB509,LB509,LB509,0,Dialog,($B23E)Check if pop-up window needs to be removed. | Only move if on the first frame of the frame counter.
Bank00.asm,,LB50B,LB50B,LB50B,0,Dialog,($B23E)Check if pop-up window needs to be removed. | Only move if on the first frame of the frame counter. | Not on first frame. Remove return address from stack and
Bank00.asm,,LB50D,LB50D,LB50D,1,Dialog,($B23E)Check if pop-up window needs to be removed. | Only move if on the first frame of the frame counter. | Not on first frame. Remove return address from stack and
Bank00.asm,,LB50E,LB50E,LB50E,1,General,Only move if on the first frame of the frame counter. | Not on first frame. Remove return address from stack and | update the idle status instead.
Bank00.asm,,LB50F,LB50F,LB50F,1,General,Only move if on the first frame of the frame counter. | Not on first frame. Remove return address from stack and | update the idle status instead.
Bank00.asm,,LB512,LB512,LB512,1,NPC,Not on first frame. Remove return address from stack and | update the idle status instead. | ($CB30)Update NPC movement and pop-up window.
Bank00.asm,,LB514,LB514,LB514,1,NPC,update the idle status instead. | ($CB30)Update NPC movement and pop-up window. | Prepare to check for collisions to the top.
Bank00.asm,,LB517,LB517,LB517,0,NPC,Prepare to check for collisions to the top. | ($B1CC)Check if character will run into wall or NPC. | Is player in a dungeon?
Bank00.asm,,LB519,LB519,LB519,1,NPC,Prepare to check for collisions to the top. | ($B1CC)Check if character will run into wall or NPC. | Is player in a dungeon?
Bank00.asm,,LB51B,LB51B,LB51B,0,NPC,Prepare to check for collisions to the top. | ($B1CC)Check if character will run into wall or NPC. | Is player in a dungeon?
Bank00.asm,,LB51D,LB51D,LB51D,1,Map,"Is player in a dungeon? | If not, branch to update non-dungeon map. | ($B4C9)Vertically update dungeons."
Bank00.asm,,LB520,LB520,LB520,1,Map,"Is player in a dungeon? | If not, branch to update non-dungeon map. | ($B4C9)Vertically update dungeons."
Bank00.asm,,LB522,LB522,LB522,0,Map,"If not, branch to update non-dungeon map. | ($B4C9)Vertically update dungeons. | Move player 1 block up."
Bank00.asm,,LB524,LB524,LB524,0,Map,($B4C9)Vertically update dungeons. | Move player 1 block up. | Move player 8 pixels down.
Bank00.asm,,LB525,LB525,LB525,0,Map,($B4C9)Vertically update dungeons. | Move player 1 block up. | Move player 8 pixels down.
Bank00.asm,,LB527,LB527,LB527,0,Map,"Move player 1 block up. | Move player 8 pixels down. | Update upper byte of Y position, if necessary."
Bank00.asm,,LB529,LB529,LB529,1,Player,"Move player 8 pixels down. | Update upper byte of Y position, if necessary."
Bank00.asm,,LB52B,LB52B,LB52B,0,PPU,"Move player 8 pixels down. | Update upper byte of Y position, if necessary. | ($B30E)Update nametables after player moves."
Bank00.asm,,LB52D,LB52D,LB52D,0,PPU,"Move player 8 pixels down. | Update upper byte of Y position, if necessary. | ($B30E)Update nametables after player moves."
Bank00.asm,,LB530,LB530,LB530,0,PPU,"Update upper byte of Y position, if necessary. | ($B30E)Update nametables after player moves. | Move player 8 pixels up."
Bank00.asm,,LB532,LB532,LB532,1,PPU,($B30E)Update nametables after player moves. | Move player 8 pixels up.
Bank00.asm,,LB533,LB533,LB533,1,PPU,"($B30E)Update nametables after player moves. | Move player 8 pixels up. | Update upper byte of Y position, if necessary."
Bank00.asm,,LB535,LB535,LB535,0,PPU,"($B30E)Update nametables after player moves. | Move player 8 pixels up. | Update upper byte of Y position, if necessary."
Bank00.asm,,LB537,LB537,LB537,1,Player,"Move player 8 pixels up. | Update upper byte of Y position, if necessary."
Bank00.asm,,LB539,LB539,LB539,1,Graphics,"Move player 8 pixels up. | Update upper byte of Y position, if necessary. | ($B6DA)Update player and NPC sprites."
Bank00.asm,,LB53B,LB53B,LB53B,0,Graphics,"Move player 8 pixels up. | Update upper byte of Y position, if necessary. | ($B6DA)Update player and NPC sprites."
Bank00.asm,,LB53E,LB53E,LB53E,1,PPU,($B6DA)Update player and NPC sprites. | ($FF74)Wait for VBlank interrupt. | Decrement vertical scroll.
Bank00.asm,,LB541,LB541,LB541,1,PPU,($B6DA)Update player and NPC sprites. | ($FF74)Wait for VBlank interrupt. | Decrement vertical scroll.
Bank00.asm,,LB543,LB543,LB543,2,PPU,"($FF74)Wait for VBlank interrupt. | Decrement vertical scroll. | If the scroll value rolls over, set it"
Bank00.asm,,LB545,LB545,LB545,0,PPU,"($FF74)Wait for VBlank interrupt. | Decrement vertical scroll. | If the scroll value rolls over, set it"
Bank00.asm,,LB547,LB547,LB547,0,PPU,"($FF74)Wait for VBlank interrupt. | Decrement vertical scroll. | If the scroll value rolls over, set it"
Bank00.asm,,LB549,LB549,LB549,0,PPU,"Decrement vertical scroll. | If the scroll value rolls over, set it | to the proper maximum value."
Bank00.asm,,LB54B,LB54B,LB54B,0,PPU,"Decrement vertical scroll. | If the scroll value rolls over, set it | to the proper maximum value."
Bank00.asm,,LB54D,LB54D,LB54D,0,PPU,"If the scroll value rolls over, set it | to the proper maximum value. | Update the player's Y pixel position."
Bank00.asm,,LB54F,LB54F,LB54F,0,Player,to the proper maximum value. | Update the player's Y pixel position.
Bank00.asm,,LB550,LB550,LB550,0,Player,Update the player's Y pixel position.
Bank00.asm,,LB552,LB552,LB552,0,Player,Update the player's Y pixel position.
Bank00.asm,,LB554,LB554,LB554,0,Player,Update the player's Y pixel position.
Bank00.asm,,LB556,LB556,LB556,0,Graphics,Update the player's Y pixel position. | ($B6DA)Update player and NPC sprites.
Bank00.asm,,LB558,LB558,LB558,1,Graphics,Update the player's Y pixel position. | ($B6DA)Update player and NPC sprites. | Prepare to update blocks starting -16 tiles above the player.
Bank00.asm,,LB55B,LB55B,LB55B,0,Graphics,($B6DA)Update player and NPC sprites. | Prepare to update blocks starting -16 tiles above the player. | Prepare to update blocks starting -18 tiles left of the player.
Bank00.asm,,LB55D,LB55D,LB55D,0,Graphics,($B6DA)Update player and NPC sprites. | Prepare to update blocks starting -16 tiles above the player. | Prepare to update blocks starting -18 tiles left of the player.
Bank00.asm,,LB55F,LB55F,LB55F,0,Graphics,($B6DA)Update player and NPC sprites. | Prepare to update blocks starting -16 tiles above the player. | Prepare to update blocks starting -18 tiles left of the player.
Bank00.asm,,LB561,LB561,LB561,0,Graphics,($B6DA)Update player and NPC sprites. | Prepare to update blocks starting -16 tiles above the player. | Prepare to update blocks starting -18 tiles left of the player.
Bank00.asm,,LB563,LB563,LB563,2,Graphics,Prepare to update blocks starting -18 tiles left of the player. | Prepare to change a 3 block section. | ($FF74)Wait for VBlank interrupt.
Bank00.asm,,LB565,LB565,LB565,1,Graphics,Prepare to update blocks starting -18 tiles left of the player. | Prepare to change a 3 block section. | ($FF74)Wait for VBlank interrupt.
Bank00.asm,,LB567,LB567,LB567,1,Map,Prepare to change a 3 block section. | ($FF74)Wait for VBlank interrupt.
Bank00.asm,,LB56A,LB56A,LB56A,0,Graphics,Prepare to change a 3 block section. | ($FF74)Wait for VBlank interrupt. | Remove upper tiles in block.
Bank00.asm,,LB56C,LB56C,LB56C,0,PPU,($FF74)Wait for VBlank interrupt. | Remove upper tiles in block. | PPU row write.
Bank00.asm,,LB56E,LB56E,LB56E,0,PPU,($FF74)Wait for VBlank interrupt. | Remove upper tiles in block. | PPU row write.
Bank00.asm,,LB570,LB570,LB570,0,PPU,Remove upper tiles in block. | PPU row write. | ($AD66)Change block on map.
Bank00.asm,,LB573,LB573,LB573,2,PPU,Remove upper tiles in block. | PPU row write. | ($AD66)Change block on map.
Bank00.asm,,LB575,LB575,LB575,1,PPU,PPU row write. | ($AD66)Change block on map. | Increment to next block in row.
Bank00.asm,,LB577,LB577,LB577,0,Map,($AD66)Change block on map. | Increment to next block in row. | Done changing block section?
Bank00.asm,,LB579,LB579,LB579,0,Map,"Increment to next block in row. | Done changing block section? | If not, branch to do more."
Bank00.asm,,LB57B,LB57B,LB57B,1,PPU,"Done changing block section? | If not, branch to do more. | Decrement vertical scroll register and pixel position."
Bank00.asm,,LB57D,LB57D,LB57D,0,PPU,"Done changing block section? | If not, branch to do more. | Decrement vertical scroll register and pixel position."
Bank00.asm,,LB57F,LB57F,LB57F,0,PPU,"Done changing block section? | If not, branch to do more. | Decrement vertical scroll register and pixel position."
Bank00.asm,,LB582,LB582,LB582,0,PPU,Decrement vertical scroll register and pixel position. | ($B6DA)Update player and NPC sprites. | Done clearing this row?
Bank00.asm,,LB584,LB584,LB584,1,PPU,Decrement vertical scroll register and pixel position. | ($B6DA)Update player and NPC sprites. | Done clearing this row?
Bank00.asm,,LB586,LB586,LB586,2,Graphics,"($B6DA)Update player and NPC sprites. | Done clearing this row? | If not, branch to clear another section."
Bank00.asm,,LB588,LB588,LB588,0,Graphics,"Done clearing this row? | If not, branch to clear another section. | Prepare to update blocks starting -16 tiles above the player."
Bank00.asm,,LB58A,LB58A,LB58A,0,Graphics,"Done clearing this row? | If not, branch to clear another section. | Prepare to update blocks starting -16 tiles above the player."
Bank00.asm,,LB58C,LB58C,LB58C,0,Graphics,"Done clearing this row? | If not, branch to clear another section. | Prepare to update blocks starting -16 tiles above the player."
Bank00.asm,,LB58E,LB58E,LB58E,1,Graphics,"If not, branch to clear another section. | Prepare to update blocks starting -16 tiles above the player. | Prepare to update blocks starting -20 tiles left of the player."
Bank00.asm,,LB590,LB590,LB590,1,Graphics,Prepare to update blocks starting -20 tiles left of the player. | Prepare to change a 5 block section. | ($FF74)Wait for VBlank interrupt.
Bank00.asm,,LB592,LB592,LB592,0,Graphics,Prepare to update blocks starting -20 tiles left of the player. | Prepare to change a 5 block section. | ($FF74)Wait for VBlank interrupt.
Bank00.asm,,LB594,LB594,LB594,1,Map,Prepare to change a 5 block section. | ($FF74)Wait for VBlank interrupt.
Bank00.asm,,LB597,LB597,LB597,2,PPU,Prepare to change a 5 block section. | ($FF74)Wait for VBlank interrupt. | ($C244)Set black palette for 4x4 block area.
Bank00.asm,,LB59A,LB59A,LB59A,1,PPU,($FF74)Wait for VBlank interrupt. | ($C244)Set black palette for 4x4 block area. | Move to the next 4x4 block area.
Bank00.asm,,LB59C,LB59C,LB59C,0,PPU,($C244)Set black palette for 4x4 block area. | Move to the next 4x4 block area.
Bank00.asm,,LB59D,LB59D,LB59D,1,PPU,($C244)Set black palette for 4x4 block area. | Move to the next 4x4 block area.
Bank00.asm,,LB59F,LB59F,LB59F,0,PPU,($C244)Set black palette for 4x4 block area. | Move to the next 4x4 block area. | Done clearing this section?
Bank00.asm,,LB5A1,LB5A1,LB5A1,0,PPU,"Move to the next 4x4 block area. | Done clearing this section? | If not, branch to clear another attrib byte."
Bank00.asm,,LB5A3,LB5A3,LB5A3,0,PPU,"Move to the next 4x4 block area. | Done clearing this section? | If not, branch to clear another attrib byte."
Bank00.asm,,LB5A5,LB5A5,LB5A5,1,PPU,"Done clearing this section? | If not, branch to clear another attrib byte. | Decrement vertical scroll and player Y pixel position."
Bank00.asm,,LB5A7,LB5A7,LB5A7,0,PPU,"Done clearing this section? | If not, branch to clear another attrib byte. | Decrement vertical scroll and player Y pixel position."
Bank00.asm,,LB5A9,LB5A9,LB5A9,0,PPU,"Done clearing this section? | If not, branch to clear another attrib byte. | Decrement vertical scroll and player Y pixel position."
Bank00.asm,,LB5AC,LB5AC,LB5AC,1,PPU,Decrement vertical scroll and player Y pixel position. | ($B6DA)Update player and NPC sprites. | Done clearing this row?
Bank00.asm,,LB5AE,LB5AE,LB5AE,1,PPU,Decrement vertical scroll and player Y pixel position. | ($B6DA)Update player and NPC sprites. | Done clearing this row?
Bank00.asm,,LB5B0,LB5B0,LB5B0,0,Graphics,"($B6DA)Update player and NPC sprites. | Done clearing this row? | If not, branch to clear another section."
Bank00.asm,,LB5B2,LB5B2,LB5B2,1,Graphics,"Done clearing this row? | If not, branch to clear another section. | Prepare to update blocks starting -16 tiles above the player."
Bank00.asm,,LB5B4,LB5B4,LB5B4,0,Graphics,"Done clearing this row? | If not, branch to clear another section. | Prepare to update blocks starting -16 tiles above the player."
Bank00.asm,,LB5B6,LB5B6,LB5B6,0,Graphics,"Done clearing this row? | If not, branch to clear another section. | Prepare to update blocks starting -16 tiles above the player."
Bank00.asm,,LB5B8,LB5B8,LB5B8,0,Graphics,"If not, branch to clear another section. | Prepare to update blocks starting -16 tiles above the player. | Prepare to update blocks starting -18 tiles left of the player."
Bank00.asm,,LB5BA,LB5BA,LB5BA,0,Graphics,Prepare to update blocks starting -18 tiles left of the player. | Prepare to change a 3 block section. | ($FF74)Wait for VBlank interrupt.
Bank00.asm,,LB5BC,LB5BC,LB5BC,2,Graphics,Prepare to update blocks starting -18 tiles left of the player. | Prepare to change a 3 block section. | ($FF74)Wait for VBlank interrupt.
Bank00.asm,,LB5BE,LB5BE,LB5BE,1,Map,Prepare to change a 3 block section. | ($FF74)Wait for VBlank interrupt.
Bank00.asm,,LB5C1,LB5C1,LB5C1,1,Graphics,Prepare to change a 3 block section. | ($FF74)Wait for VBlank interrupt. | Remove lower 2 tiles from the block
Bank00.asm,,LB5C3,LB5C3,LB5C3,0,PPU,($FF74)Wait for VBlank interrupt. | Remove lower 2 tiles from the block | PPU row write.
Bank00.asm,,LB5C5,LB5C5,LB5C5,0,PPU,($FF74)Wait for VBlank interrupt. | Remove lower 2 tiles from the block | PPU row write.
Bank00.asm,,LB5C7,LB5C7,LB5C7,1,PPU,Remove lower 2 tiles from the block | PPU row write. | ($AD66)Change block on map.
Bank00.asm,,LB5CA,LB5CA,LB5CA,1,PPU,Remove lower 2 tiles from the block | PPU row write. | ($AD66)Change block on map.
Bank00.asm,,LB5CC,LB5CC,LB5CC,1,PPU,PPU row write. | ($AD66)Change block on map. | Increment to next block in row.
Bank00.asm,,LB5CE,LB5CE,LB5CE,1,Map,($AD66)Change block on map. | Increment to next block in row. | Done changing block section?
Bank00.asm,,LB5D0,LB5D0,LB5D0,1,Map,"Increment to next block in row. | Done changing block section? | If not, branch to do more."
Bank00.asm,,LB5D2,LB5D2,LB5D2,1,Map,"Done changing block section? | If not, branch to do more. | Move player up 1 pixel."
Bank00.asm,,LB5D4,LB5D4,LB5D4,0,Map,"Done changing block section? | If not, branch to do more. | Move player up 1 pixel."
Bank00.asm,,LB5D6,LB5D6,LB5D6,0,Graphics,"If not, branch to do more. | Move player up 1 pixel. | ($B6DA)Update player and NPC sprites."
Bank00.asm,,LB5D9,LB5D9,LB5D9,0,Graphics,Move player up 1 pixel. | ($B6DA)Update player and NPC sprites. | Done changing block row?
Bank00.asm,,LB5DB,LB5DB,LB5DB,0,Graphics,Move player up 1 pixel. | ($B6DA)Update player and NPC sprites. | Done changing block row?
Bank00.asm,,LB5DD,LB5DD,LB5DD,1,Graphics,"($B6DA)Update player and NPC sprites. | Done changing block row? | If not, branch to do more."
Bank00.asm,,LB5DF,LB5DF,LB5DF,1,Graphics,"($B6DA)Update player and NPC sprites. | Done changing block row? | If not, branch to do more."
Bank00.asm,,LB5E2,LB5E2,LB5E2,1,Map,"Done changing block row? | If not, branch to do more. | ($FF74)Wait for VBlank interrupt."
Bank00.asm,,LB5E4,LB5E4,LB5E4,0,PPU,($FF74)Wait for VBlank interrupt. | Decrement vertical scroll register. | Decrement Y block position on nametable.
Bank00.asm,,LB5E6,LB5E6,LB5E6,1,PPU,($FF74)Wait for VBlank interrupt. | Decrement vertical scroll register. | Decrement Y block position on nametable.
Bank00.asm,,LB5E8,LB5E8,LB5E8,2,PPU,"Decrement vertical scroll register. | Decrement Y block position on nametable. | If it rolls over, make sure its set to the proper value."
Bank00.asm,,LB5EA,LB5EA,LB5EA,0,PPU,"Decrement vertical scroll register. | Decrement Y block position on nametable. | If it rolls over, make sure its set to the proper value."
Bank00.asm,,LB5EC,LB5EC,LB5EC,0,PPU,"Decrement Y block position on nametable. | If it rolls over, make sure its set to the proper value."
Bank00.asm,,LB5EE,LB5EE,LB5EE,1,PPU,"Decrement Y block position on nametable. | If it rolls over, make sure its set to the proper value. | Move player 1 pixel up."
Bank00.asm,,LB5F0,LB5F0,LB5F0,0,PPU,"Decrement Y block position on nametable. | If it rolls over, make sure its set to the proper value. | Move player 1 pixel up."
Bank00.asm,,LB5F2,LB5F2,LB5F2,0,Graphics,"If it rolls over, make sure its set to the proper value. | Move player 1 pixel up. | ($B6DA)Update player and NPC sprites."
Bank00.asm,,LB5F4,LB5F4,LB5F4,1,Graphics,"Move player 1 pixel up. | ($B6DA)Update player and NPC sprites. | ($B5FA)Handle covered areas of the map, if necessary."
Bank00.asm,,LB5F7,LB5F7,LB5F7,0,Graphics,"Move player 1 pixel up. | ($B6DA)Update player and NPC sprites. | ($B5FA)Handle covered areas of the map, if necessary."
Bank00.asm,,LB5FA,LB5FA,LB5FA,0,Map,"($B5FA)Handle covered areas of the map, if necessary. | Make a copy of the player's X and Y position. | It will be used to calculate an index into the"
Bank00.asm,,LB5FC,LB5FC,LB5FC,1,Map,Make a copy of the player's X and Y position. | It will be used to calculate an index into the | covered map data.
Bank00.asm,,LB5FE,LB5FE,LB5FE,0,Map,Make a copy of the player's X and Y position. | It will be used to calculate an index into the | covered map data.
Bank00.asm,,LB600,LB600,LB600,1,Map,Make a copy of the player's X and Y position. | It will be used to calculate an index into the | covered map data.
Bank00.asm,,LB602,LB602,LB602,1,Map,Make a copy of the player's X and Y position. | It will be used to calculate an index into the | covered map data.
Bank00.asm,,LB605,LB605,LB605,1,Map,It will be used to calculate an index into the | covered map data. | ($AABE)Check if player is in a covered map area.
Bank00.asm,,LB607,LB607,LB607,1,Map,covered map data. | ($AABE)Check if player is in a covered map area. | Did the player just enter/exit a covered area?
Bank00.asm,,LB609,LB609,LB609,1,Map,"($AABE)Check if player is in a covered map area. | Did the player just enter/exit a covered area? | If so, branch to toggle going in/out of cover."
Bank00.asm,,LB60B,LB60B,LB60B,1,Map,"($AABE)Check if player is in a covered map area. | Did the player just enter/exit a covered area? | If so, branch to toggle going in/out of cover."
Bank00.asm,,LB60C,LB60C,LB60C,0,Player,"If so, branch to toggle going in/out of cover. | Update current cover status. | Is player moving into covered area?"
Bank00.asm,,LB60E,LB60E,LB60E,0,Player,"If so, branch to toggle going in/out of cover. | Update current cover status. | Is player moving into covered area?"
Bank00.asm,,LB610,LB610,LB610,0,Player,"Update current cover status. | Is player moving into covered area? | If not, branch to skip hiding player."
Bank00.asm,,LB612,LB612,LB612,0,Player,"Update current cover status. | Is player moving into covered area? | If not, branch to skip hiding player."
Bank00.asm,,LB615,LB615,LB615,1,Player,"Update current cover status. | Is player moving into covered area? | If not, branch to skip hiding player."
Bank00.asm,,LB617,LB617,LB617,0,Player,"Is player moving into covered area? | If not, branch to skip hiding player. | ($FF74)Wait for VBlank interrupt."
Bank00.asm,,LB61A,LB61A,LB61A,0,Player,"If not, branch to skip hiding player. | ($FF74)Wait for VBlank interrupt. | Hide the player as they enter a covered area."
Bank00.asm,,LB61D,LB61D,LB61D,0,Player,($FF74)Wait for VBlank interrupt. | Hide the player as they enter a covered area. | This simulates the player going under the covered area.
Bank00.asm,,LB620,LB620,LB620,0,Player,Hide the player as they enter a covered area. | This simulates the player going under the covered area.
Bank00.asm,,LB623,LB623,LB623,0,Map,This simulates the player going under the covered area. | Prepare to add/remove blocks from opposite one screen | over from the active area of the nametab;es.
Bank00.asm,,LB625,LB625,LB625,1,Map,Prepare to add/remove blocks from opposite one screen | over from the active area of the nametab;es. | Ensure result does not go past 31 blocks.
Bank00.asm,,LB626,LB626,LB626,0,Map,Prepare to add/remove blocks from opposite one screen | over from the active area of the nametab;es. | Ensure result does not go past 31 blocks.
Bank00.asm,,LB628,LB628,LB628,0,Map,Prepare to add/remove blocks from opposite one screen | over from the active area of the nametab;es. | Ensure result does not go past 31 blocks.
Bank00.asm,,LB62A,LB62A,LB62A,1,Map,Prepare to add/remove blocks from opposite one screen | over from the active area of the nametab;es. | Ensure result does not go past 31 blocks.
Bank00.asm,,LB62C,LB62C,LB62C,0,Graphics,over from the active area of the nametab;es. | Ensure result does not go past 31 blocks. | Start replacing blocks -14 tiles above player's position.
Bank00.asm,,LB62E,LB62E,LB62E,1,Graphics,Ensure result does not go past 31 blocks. | Start replacing blocks -14 tiles above player's position.
Bank00.asm,,LB630,LB630,LB630,1,Graphics,Start replacing blocks -14 tiles above player's position. | ($FF74)Wait for VBlank interrupt. | Start replacing blocks -16 tiles to the left of the player.
Bank00.asm,,LB633,LB633,LB633,0,Graphics,($FF74)Wait for VBlank interrupt. | Start replacing blocks -16 tiles to the left of the player.
Bank00.asm,,LB635,LB635,LB635,1,Graphics,($FF74)Wait for VBlank interrupt. | Start replacing blocks -16 tiles to the left of the player.
Bank00.asm,,LB637,LB637,LB637,1,Graphics,Start replacing blocks -16 tiles to the left of the player. | Remove no tiles from the current block.
Bank00.asm,,LB639,LB639,LB639,0,PPU,Start replacing blocks -16 tiles to the left of the player. | Remove no tiles from the current block. | PPU column write.
Bank00.asm,,LB63B,LB63B,LB63B,0,PPU,Remove no tiles from the current block. | PPU column write. | ($AD66)Change block on map.
Bank00.asm,,LB63D,LB63D,LB63D,1,PPU,Remove no tiles from the current block. | PPU column write. | ($AD66)Change block on map.
Bank00.asm,,LB640,LB640,LB640,0,PPU,Remove no tiles from the current block. | PPU column write. | ($AD66)Change block on map.
Bank00.asm,,LB642,LB642,LB642,0,PPU,Remove no tiles from the current block. | PPU column write. | ($AD66)Change block on map.
Bank00.asm,,LB644,LB644,LB644,2,Graphics,($AD66)Change block on map. | Move to next block. A block is 2 tiles wide. | Have all the blocks left of the player's poistion been changed?
Bank00.asm,,LB646,LB646,LB646,1,Graphics,($AD66)Change block on map. | Move to next block. A block is 2 tiles wide. | Have all the blocks left of the player's poistion been changed?
Bank00.asm,,LB648,LB648,LB648,1,Graphics,"Move to next block. A block is 2 tiles wide. | Have all the blocks left of the player's poistion been changed? | If not, branch to change another block."
Bank00.asm,,LB64A,LB64A,LB64A,1,Map,"Have all the blocks left of the player's poistion been changed? | If not, branch to change another block. | ($FF74)Wait for VBlank interrupt."
Bank00.asm,,LB64D,LB64D,LB64D,0,Graphics,"If not, branch to change another block. | ($FF74)Wait for VBlank interrupt. | Remove no tiles from the current block."
Bank00.asm,,LB64F,LB64F,LB64F,0,PPU,($FF74)Wait for VBlank interrupt. | Remove no tiles from the current block. | PPU column write.
Bank00.asm,,LB651,LB651,LB651,0,PPU,($FF74)Wait for VBlank interrupt. | Remove no tiles from the current block. | PPU column write.
Bank00.asm,,LB653,LB653,LB653,1,PPU,Remove no tiles from the current block. | PPU column write. | ($AD66)Change block on map.
Bank00.asm,,LB656,LB656,LB656,1,PPU,Remove no tiles from the current block. | PPU column write. | ($AD66)Change block on map.
Bank00.asm,,LB658,LB658,LB658,0,PPU,Remove no tiles from the current block. | PPU column write. | ($AD66)Change block on map.
Bank00.asm,,LB65A,LB65A,LB65A,0,Graphics,($AD66)Change block on map. | Move to next block. A block is 2 tiles wide. | Have all the blocks right of the player's poistion been changed?
Bank00.asm,,LB65C,LB65C,LB65C,1,Graphics,($AD66)Change block on map. | Move to next block. A block is 2 tiles wide. | Have all the blocks right of the player's poistion been changed?
Bank00.asm,,LB65E,LB65E,LB65E,1,Graphics,"Move to next block. A block is 2 tiles wide. | Have all the blocks right of the player's poistion been changed? | If not, branch to remove another block."
Bank00.asm,,LB660,LB660,LB660,0,Graphics,"Have all the blocks right of the player's poistion been changed? | If not, branch to remove another block. | Move to the next row of blocks. A block is 2 tiles tall."
Bank00.asm,,LB662,LB662,LB662,1,Graphics,"Have all the blocks right of the player's poistion been changed? | If not, branch to remove another block. | Move to the next row of blocks. A block is 2 tiles tall."
Bank00.asm,,LB664,LB664,LB664,0,Graphics,"If not, branch to remove another block. | Move to the next row of blocks. A block is 2 tiles tall. | Have all the rows of blocks been changed?"
Bank00.asm,,LB666,LB666,LB666,0,Graphics,"Move to the next row of blocks. A block is 2 tiles tall. | Have all the rows of blocks been changed? | If not, branch to change another row."
Bank00.asm,,LB668,LB668,LB668,1,Graphics,"Move to the next row of blocks. A block is 2 tiles tall. | Have all the rows of blocks been changed? | If not, branch to change another row."
Bank00.asm,,LB66A,LB66A,LB66A,1,Map,"Have all the rows of blocks been changed? | If not, branch to change another row. | ($FF74)Wait for VBlank interrupt."
Bank00.asm,,LB66D,LB66D,LB66D,1,System,"If not, branch to change another row. | ($FF74)Wait for VBlank interrupt. | Reset the frame counter."
Bank00.asm,,LB66F,LB66F,LB66F,1,System,"If not, branch to change another row. | ($FF74)Wait for VBlank interrupt. | Reset the frame counter."
Bank00.asm,,LB671,LB671,LB671,1,NPC,($FF74)Wait for VBlank interrupt. | Reset the frame counter. | Stop the NPCs from moving.
Bank00.asm,,LB673,LB673,LB673,1,Graphics,Reset the frame counter. | Stop the NPCs from moving. | ($B6DA)Update player and NPC sprites.
Bank00.asm,,LB675,LB675,LB675,0,Graphics,Stop the NPCs from moving. | ($B6DA)Update player and NPC sprites. | Allow the NPCs to move again.
Bank00.asm,,LB678,LB678,LB678,2,Graphics,Stop the NPCs from moving. | ($B6DA)Update player and NPC sprites. | Allow the NPCs to move again.
Bank00.asm,,LB67A,LB67A,LB67A,0,Graphics,($B6DA)Update player and NPC sprites. | Allow the NPCs to move again.
Bank00.asm,,LB67C,LB67C,LB67C,0,PPU,($B6DA)Update player and NPC sprites. | Allow the NPCs to move again. | Swap nametables. This is where the blocks were all changed.
Bank00.asm,,LB67E,LB67E,LB67E,0,PPU,Allow the NPCs to move again. | Swap nametables. This is where the blocks were all changed.
